servicioResponsable,descripcion,codigo,ejecutado,estado,ano,gastadoAnosAnteriores,servicioResponsableEjecucion,fechaRegistro,etapa,fuenteFinanciamiento,solicitado,rate,nombreIniciativa,provision,unidadTecnica,comuna,georeferenciacion,totalBeneficiarios,id,tipoIniciativa,sector
null,null,24.03.017,,null,2014,0,,null,6,24.03,30100000,0,Programa Barrio en Paz Residencial ,,null,Regional,[],213816,1007,EJECUCION,Defensa y Seguridad
Gobierno Regional,null,30116092,,null,2014,0,,null,6,29,97318970,5,null,,Gobierno Regional,Gral Lagos,[],661,1,EJECUCION,Multisectorial
Instituto Nacional de Deportes,"INCLUYE LOS SIGUIENTES PROGRAMAS:A) JUEGOS BINACIONALES (JUDEJUT): PARTICIPACION ROTATIVA ANUAL DE SELECIONADOS EN LOS JUEGOS DE LAS JUVENTUDES TRASANDINAS, EN ARGENTINA, BOLIVIA, PERU Y CHILE, SE COMPITE EN 09 DEPORTES.B) JUEGOS DEPORTIVOS ESCOLARES: PARTICPACION DE DEPORTISTAS DE LOS DISTINTOS ESTABLECIMIENTOS EDUCACIONALES DE LA REGIONA EN DISTINTOS DEPORTE Y CATEGORIA, TERMINANDO VARIOS DE ELLOS EN FINALES NACIONALES.C) LIGAS ESCOLARES: COMPETENCIAS ESCOLARES DEPORTISTAS JUVENILES DE LA REGION, PERTENECIENTES A LOS DIFERENTES ESTABLECIMIENTOS DE LA REGION.",24.01.359,,null,2014,0,,20140314,6,24.01,91097000,0,Chile se Pone en Forma - Deporte Competitivo Juegos Deportivos Escolares,,Instituto Nacional de Deportes,Regional,[],8676,89,EJECUCION,Deportes
Instituto Nacional de Deportes,"INCLUYE LOS SIGUIENTES PROGRAMAS:A) JUEGOS BINACIONALES (JUDEJUT): PARTICIPACION ROTATIVA ANUAL DE SELECIONADOS EN LOS JUEGOS DE LAS JUVENTUDES TRASANDINAS, EN ARGENTINA, BOLIVIA, PERU Y CHILE, SE COMPITE EN 09 DEPORTES.B) JUEGOS DEPORTIVOS ESCOLARES: PARTICPACION DE DEPORTISTAS DE LOS DISTINTOS ESTABLECIMIENTOS EDUCACIONALES DE LA REGIONA EN DISTINTOS DEPORTE Y CATEGORIA, TERMINANDO VARIOS DE ELLOS EN FINALES NACIONALES.C) LIGAS ESCOLARES: COMPETENCIAS ESCOLARES DEPORTISTAS JUVENILES DE LA REGION, PERTENECIENTES A LOS DIFERENTES ESTABLECIMIENTOS DE LA REGION.",24.01.359,,null,2014,0,,20140314,6,24.01,16250000,0,Chile se Pone en Forma - Deporte Competitivo Ligas Deportivas,,Instituto Nacional de Deportes,Regional,[],8676,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,40464000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico JOVENES EN RIESGO SOCIAL,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,9426000,0,null,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,12564000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico RECINTOS NUESTROS,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,60446000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico ESCUELAS DEPORTIVAS  ,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,17181000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico ADULTO MAYOR EN MOVIMIENTO,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,7099000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico   SEGURIDAD EN EL AGUA,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,52833000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico  ESCUELAS DE FUTBOL,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Instituto Nacional de Deportes,null,24.03.057,,null,2014,0,,20140314,6,24.03,7243000,0,Chile se Pone en Forma - Deporte Recreativo - Sector publico ENCUENTROS DEPORTIVOS DE VERANO,,Instituto Nacional de Deportes,Regional,[],36528,89,EJECUCION,Deportes
Seremi de Transportes y Telecomunicaciones,Bus subsidiado que beneficia a las siguiente localidad: Acha,24.01,,null,2014,3657600,,null,6,24.01,14457600,0,Subsidio de Transportes de Zona Aislada a ACHA,,Seremi de Transportes y Telecomunicaciones,ARICA,[],9113,160,EJECUCION,Transporte
Seremi de Transportes y Telecomunicaciones,Bus subsidiado que beneficia a las sigientes localidades: Camarones - Talpate - Huancarane - Pampa Nune - Cochiza.,24.01,,null,2014,14393490,,null,6,24.01,14393490,0,Subsidio de Transportes de Zona Aislada Arica -Cohiza,,Seremi de Transportes y Telecomunicaciones,ARICA,[],1890,160,EJECUCION,Transporte
Seremi de Transportes y Telecomunicaciones,null,24.01,,null,2014,14386560,,null,6,24.01,21466560,0,Subsidio de Transportes de Zona Aislada Arica Timar - Illapata,,Seremi de Transportes y Telecomunicaciones,ARICA,[],9244,160,EJECUCION,Transporte
Seremi de Transportes y Telecomunicaciones,Bus subsidiado que beneficia a las siguientes localidades: Cuya - Caleta Camarones,24.01,,null,2014,14916000,,null,6,24.01,14916000,0,Subsidio de Transportes de Zona Aislada Caleta Camarones,,Seremi de Transportes y Telecomunicaciones,ARICA,[],4122,160,EJECUCION,Transporte
Seremi de Transportes y Telecomunicaciones,Bus subsidiado que beneficia a las siguientes localidades de: Huayancayane - Humaquilca - Acancayane - Cosapilla - Guacoyo - Pucara - Ancopujo - Chujlluta - Nasahuento - Colpitas -General Lagos - Chislluma - Ancara - Tacora - Villa Industrial - Humapalca - Ancolacane - Coronel Alcerreca.,24.01,,null,2014,27966800,,null,6,24.01,19488800,0,Subsidio de Transportes de Zona Aislada de Arica - Visviri,,Seremi de Transportes y Telecomunicaciones,Regional,[],5803,160,EJECUCION,Transporte
Seremi de Transportes y Telecomunicaciones,Bus subsidiado que beneficia a las siguientes localidades: Tignamar - Saxamar - Lupica,24.01,,null,2014,3184560,,null,6,24.01,12587760,0,Subsidio de Transportes de Zona Aislada Lupica,,Seremi de Transportes y Telecomunicaciones,Regional,[],2532,160,EJECUCION,Transporte
null,null,24.01.255,,16,2014,0,,20140519,6,24.01,50188642485,5,Subvencion de Escolaridad,,null,Regional,[],48729,101,EJECUCION,null
null,null,24.01.256,,16,2014,0,,20140519,6,24.01,167496895,5,Subvencion de Internado,,null,Regional,[],286,101,EJECUCION,null
null,null,24.01.257,,16,2014,0,,20140519,6,24.01,752940507,5,Subvencion de Ruralidad,,null,Regional,[],3320,101,EJECUCION,null
null,null,24.01.262,,16,2014,0,,20140519,6,24.01,512028900,5,null,,null,Regional,[],2092,101,EJECUCION,null
null,null,24.01.263,,16,2014,0,,20140519,6,24.01,3107740,5,null,,null,Regional,[],286,101,EJECUCION,null
null,null,24.01.266,,16,2014,0,,20140519,6,24.01,7814506404,5,null,,null,Regional,[],48000,101,EJECUCION,null
null,null,24.01.268,,16,2014,0,,20140519,6,24.01,1987176490,5,null,,null,Regional,[],48000,101,EJECUCION,null
null,null,24.03.180,,16,2014,0,,20140519,6,24.03,547631667,5,null,,null,Regional,[],976,101,EJECUCION,null
null,null,24.03.181,,16,2014,0,,20140519,6,24.03,175192334,5,null,,null,Regional,[],211,101,EJECUCION,null
null,null,24.03.185,,16,2014,0,,20140519,6,24.03,14534100,5,null,,null,Regional,[],220,101,EJECUCION,null
null,null,24.03.186,,16,2014,0,,20140519,6,24.03,1229223801,5,null,,null,Regional,[],2971,101,EJECUCION,null
null,null,24.03.387,,16,2014,0,,20140519,6,24.03,30530650,5,"Bonificacion de Profesores Encargados, Ley 19.715, Art. 13",,null,Regional,[],25,101,EJECUCION,null
null,null,24.03.398,,16,2014,0,,20140519,6,24.03,1236167573,5,null,,null,Regional,[],2971,101,EJECUCION,null
null,null,33.01.264,,16,2014,0,,20140519,6,33.01,535190066,5,null,,null,Regional,[],48729,101,EJECUCION,null
null,null,24.03.713,,16,2014,0,,20140519,6,24.03,37551032,5,null,,null,Arica,[],7,101,EJECUCION,null
null,null,23.01.001,,16,2014,0,,20150112,6,23.01,30947600459,5,"Jubilaciones, Pensiones y Montepios  Comuna Arica",,null,Arica,[],11361,125,EJECUCION,Social
null,null,23.01.001,,16,2014,0,,20150112,6,23.01,19068146,5,"Jubilaciones, Pensiones y Montepios  Comuna Camarones",,null,Camarones,[],7,125,EJECUCION,Social
null,null,23.01.001,,16,2014,0,,20150112,6,23.01,2724021,5,"Jubilaciones, Pensiones y Montepios  Comuna Gral Lagos",,null,Gral Lagos,[],1,125,EJECUCION,Social
null,null,23.01.001,,16,2014,0,,20150112,6,23.01,49032375,5,"Jubilaciones, Pensiones y Montepios  Comuna Putre",,null,Putre,[],18,125,EJECUCION,Social
null,null,23.01.016,,16,2014,0,,20150112,6,23.01,119513576,5,Bonificacion por Hijo para las Mujeres  Comuna Arica,,null,Arica,[],982,125,EJECUCION,Social
null,null,23.01.016,,16,2014,0,,20150112,6,23.01,243409,5,Bonificacion por Hijo para las Mujeres  Comuna Camarones,,null,Camarones,[],2,125,EJECUCION,Social
null,null,23.01.016,,16,2014,0,,20150112,6,23.01,973634,5,Bonificacion por Hijo para las Mujeres  Comuna Gral Lagos,,null,Gral Lagos,[],8,125,EJECUCION,Social
null,null,23.01.016,,16,2014,0,,20150112,6,23.01,1217043,5,Bonificacion por Hijo para las Mujeres  Comuna Putre,,null,Putre,[],10,125,EJECUCION,Social
null,null,23.02.001,,16,2014,0,,20150112,6,23.02,122248633,5,null,,null,Arica,[],1201,125,EJECUCION,Social
null,null,23.02.001,,16,2014,0,,20150112,6,23.02,101789,5,null,,null,Camarones,[],1,125,EJECUCION,Social
null,null,23.02.001,,16,2014,0,,20150112,6,23.02,203578,5,null,,null,Putre,[],2,125,EJECUCION,Social
null,null,23.02.006,,16,2014,0,,20150112,6,23.02,953000,5,null,,null,Arica,[],6,125,EJECUCION,Social
null,null,23.02.007,,16,2014,0,,20150112,6,23.02,4480548981,5,null,,null,Arica,[],4034,125,EJECUCION,Social
null,null,23.02.007,,16,2014,0,,20150112,6,23.02,45538549,5,null,,null,Camarones,[],41,125,EJECUCION,Social
null,null,23.02.007,,16,2014,0,,20150112,6,23.02,84412921,5,null,,null,Gral Lagos,[],76,125,EJECUCION,Social
null,null,23.02.007,,16,2014,0,,20150112,6,23.02,126619381,5,null,,null,Putre,[],114,125,EJECUCION,Social
null,null,23.02.008,,16,2014,0,,20150112,6,23.02,1875204891,5,null,,null,Arica,[],1709,125,EJECUCION,Social
null,null,23.02.008,,16,2014,0,,20150112,6,23.02,10972527,5,null,,null,Camarones,[],10,125,EJECUCION,Social
null,null,23.02.008,,16,2014,0,,20150112,6,23.02,16458791,5,null,,null,Gral Lagos,[],15,125,EJECUCION,Social
null,null,23.02.008,,16,2014,0,,20150112,6,23.02,16458791,5,null,,null,Putre,[],15,125,EJECUCION,Social
null,null,23.02.009,,16,2014,0,,20150112,6,23.02,214624856,5,Subsidio de Discapacidad Mental  Comuna Arica,,null,Arica,[],295,125,EJECUCION,Social
null,null,23.02.009,,16,2014,0,,20150112,6,23.02,2182626,5,Subsidio de Discapacidad Mental  Comuna Camarones,,null,Camarones,[],3,125,EJECUCION,Social
null,null,23.02.009,,16,2014,0,,20150112,6,23.02,1455084,5,Subsidio de Discapacidad Mental  Comuna Gral Lagos,,null,Gral Lagos,[],2,125,EJECUCION,Social
null,null,23.02.009,,16,2014,0,,20150112,6,23.02,1455084,5,Subsidio de Discapacidad Mental  Comuna Putre,,null,Putre,[],2,125,EJECUCION,Social
null,null,23.02.011,,16,2014,0,,20150112,6,23.02,923257002,5,null,,null,Arica,[],11361,125,EJECUCION,Social
null,null,23.02.011,,16,2014,0,,20150112,6,23.02,3900743,5,null,,null,Camarones,[],48,125,EJECUCION,Social
null,null,23.02.011,,16,2014,0,,20150112,6,23.02,1218982,5,null,,null,Gral Lagos,[],15,125,EJECUCION,Social
null,null,23.02.011,,16,2014,0,,20150112,6,23.02,4063273,5,null,,null,Putre,[],50,125,EJECUCION,Social
null,,30122374,,14,2014,34901000,,20150112,5,31.02,20690000,1,"MEJORAMIENTO PASEO BORDE COSTERO SECTOR PLAYA BRAVA, ARICA",,null,Arica,[],602024,138,EJECUCION,Multisectorial
null,,30132034,,16,2014,0,,20150112,5,31.02,47845000,1,"CONSTRUCCION PASEO DE BORDE COSTERO SECTOR CORAZONES, ARICA",,null,Arica,[],678056,138,EJECUCION,Multisectorial
null,,30195622,,14,2014,0,,20150112,6,31.02,510000,5,CONSERVACION SITIO 7 PUERTO DE ARICA ARICA,,null,Regional,[],4,138,EJECUCION,Transporte
null,,30034648,,14,2014,518842000,,20150112,5,31.02,43687000,6,"CONSTRUCCION EMBALSE LIVILCAR VALLE DE AZAPA, COMUNA DE ARICA",,null,Arica,[],185268,140,EJECUCION,Multisectorial
null,,30034659,,14,2014,1567305000,,20150112,5,31.02,189556000,1,CONSTRUCCION EMBALSE CHIRONTA VALLE DE LLUTA,,null,PARINACOTA,[],175441,140,EJECUCION,Silvoagropecuario
null,,30069905,,14,2014,548406000,,20150112,6,31.02,127572000,1,CONSTRUCCION ENTUBAMIENTO CANAL AZAPA EN ARICA,,null,Regional,[],6111,140,EJECUCION,Silvoagropecuario
null,,30078364,,16,2014,438267000,,20150112,6,31.02,779793000,5,null,,null,Regional,[],160000,140,EJECUCION,Silvoagropecuario
null,,30095142,,14,2014,252916000,,20150112,6,31.02,380196000,5,null,,null,Regional,[],200,140,EJECUCION,Silvoagropecuario
null,,30105868,,14,2014,618535000,,20150112,6,31.02,941866000,5,CONSERVACION DE RIBERAS DE CAUCES NATURALES REG. ARICA Y PARINACOTA,,null,Regional,[],1500,140,EJECUCION,Multisectorial
null,,30036559,,14,2014,11469942000,,20150112,6,31.02,66099000,1,CONSTRUCCION REPOSICION RED VIAL ANDINA SECTOR: PARINACOTA VISVIRI,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30076726,,14,2014,0,,20150112,6,31.02,10064000,1,"REPOSICION RUTA 11 CH, SECTOR ARICA TAMBO QUEMADO KM 36 - 60",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30077061,,14,2014,355680000,,20150112,6,31.02,0,1,"REPOSICION RUTA 11 CH, SECTOR: ARICA TAMBO QUEMADO KM 170 AL 192",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30078323,,14,2014,0,,20150112,6,31.02,500000,2,"REPOSICION RUTA 11-CH, ARICA-TAMBO QUEMADO, EL AGUILA - C. CARDONE",,null,PARINACOTA,[],0,141,EJECUCION,Transporte
null,,30079107,,14,2014,18384444000,,20150112,6,31.02,11370970000,1,null,,null,Arica,[],0,141,EJECUCION,Transporte
null,,30079222,,14,2014,403000,,20150112,6,31.02,6670036000,1,null,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30080285,,14,2014,178387000,,20150112,5,31.02,82039000,5,CONSERVACION SANEAMIENTO CAMINOS RURALES ETAPA II,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30080285,,14,2014,0,,20150112,6,31.02,50000,5,CONSERVACION SANEAMIENTO CAMINOS RURALES ETAPA II,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30081072,,14,2014,2492426000,,20150112,6,31.02,6691462000,1,null,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30081325,,14,2014,24005139000,,20150112,6,31.02,0,5,CONSERVACION RED VIAL REGION ARICA Y PARINACOTA 2009-2011,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30083248,,14,2014,4654000,,20150112,6,31.02,819824000,1,"REPOSICION RUTA A-133, SECTOR EL BUITRE - LAS MAITAS",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30083454,,14,2014,191145000,,20150112,3,31.02,27634000,1,MEJORAMIENTO ACCESO TICNAMAR COMUNA DE PUTRE,,null,Putre,[],3954,141,EJECUCION,Transporte
null,,30083629,,14,2014,8774177000,,20150112,6,31.02,2329719000,1,"REPOSICION RUTA 11-CH, ARICA - TAMBO QUEMADO SECTOR ACCESO MINA CHOQUELIMPIE - COTACOTANI",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30091479,,14,2014,8771000,,20150112,6,31.02,780248000,1,"REPOSICION RUTA A-27, SECTOR LOTEO MONTALVO - SAN MIGUEL DE AZAPA",,null,Arica,[],27446,141,EJECUCION,Transporte
null,,30099049,,14,2014,346422000,,20150112,5,31.02,31453000,1,REPOSICION RUTA 11 CH SECTOR PUTRE - ACCESO MINA CHOQUELIMPIE,,null,Regional,[],3954,141,EJECUCION,Transporte
null,,30102093,,14,2014,11666451000,,20150112,6,31.02,9435020000,5,CONSERVACION RED VIAL REGION DE ARICA PARINACOTA 2012-2014,,null,Regional,[],382000,141,EJECUCION,Transporte
null,,30106220,,14,2014,10387051000,,20150112,6,31.02,4464586000,5,CONSERVACION GLOBAL MIXTO CAMINOS RED VIAL XV REGION 2011-2015,,null,Regional,[],400,141,EJECUCION,Transporte
null,,30113709,,14,2014,1089739000,,20150112,6,31.02,2404377000,5,null,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30118249,,16,2014,0,,20150112,5,31.02,128083000,1,REPOSICION RUTA 12 SECTOR CRUCE RUTA 5 - AEROPUERTO CHACALLUTA,,null,Regional,[],370536,141,EJECUCION,Transporte
null,,30122657,,14,2014,10751566000,,20150112,6,31.02,26800000,5,CONSERVACION RED VIAL XV REGION 2012 - 2013,,null,Regional,[],369996,141,EJECUCION,Transporte
null,,30124737,,14,2014,0,,20150112,3,31.02,152999000,1,"MEJORAMIENTO RUTA ANDINA, SECTOR LIMITE REGIONAL-RUTA 11 CH XV REGION",,null,Regional,[],3602,141,EJECUCION,Transporte
null,,30125649,,14,2014,0,,20150112,6,31.02,130400000,5,null,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30130947,,14,2014,255000000,,20150112,5,31.02,51500000,5,"CONSERVACION SANEAMIENTO RUTA A-35, SECTOR CODPA - CRUCE RUTA A-31",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30131067,,14,2014,0,,20150112,6,31.02,1735782000,5,null,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30134559,,14,2014,573245000,,20150112,6,31.02,1889660000,5,"CONSERVACION PERIODICA RUTA 11 CH, ARICA - TAMBO QUEMADO KM 127 - 137, POR SECTORES",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30135076,,14,2014,0,,20150112,5,31.02,1200000,5,"CONSERVACION SANEAMIENTO RUTA A-23, S: CR.RUTA 11 CH-CR. RUTA A-93",,null,Regional,[],0,141,EJECUCION,Transporte
null,,30158223,,16,2014,0,,20150112,6,31.02,0,5,null,,null,Regional,[],0,141,EJECUCION,Transporte
null,,30131757,,16,2014,0,,20150112,6,31.01,50313000,5,null,,null,Regional,[],0,148,EJECUCION,Multisectorial
Admin Sistema de Concesiones Mop,,29000053,,14,2014,1524834000,,20150112,6,31.02,125854000,5,ASESORIAS A LA INSPECCION FISCAL AEROPUERTO DE ARICA,,Admin Sistema de Concesiones Mop,Regional,[],0,150,EJECUCION,Multisectorial
Admin Sistema de Concesiones Mop,,469-0,,16,2014,0,,20150112,6,31.02,300000,5,null,,Admin Sistema de Concesiones Mop,Regional,[],0,150,EJECUCION,Multisectorial
Agua Potable Rural,,30129731,,14,2014,0,,20150112,6,31.02,821173000,1,"INSTALACION SISTEMA APR CHAPISCA, MOLINO Y SORA ARICA",,Agua Potable Rural,Arica,[],562,1012,EJECUCION,Agua Potable y Alcantarillado
Agua Potable Rural,,30129763,,14,2014,384393000,,20150112,6,31.02,352507000,1,INSTALACION SISTEMA AGUA POTABLE RURAL ACHA ARICA,,Agua Potable Rural,Arica,[],2040,1012,EJECUCION,Agua Potable y Alcantarillado
Agua Potable Rural,,30129794,,16,2014,0,,20150112,6,31.02,440002000,1,CONSTRUCCION SISTEMA AGUA POTABLE RURAL CERRO MORENO ARICA,,Agua Potable Rural,Arica,[],1124,1012,EJECUCION,Agua Potable y Alcantarillado
null,APOYO A CONSULTA INDIGENA,24.01,,null,2014,0,,null,6,24.01,28182089,0,APOYO A CONSULTA INDIGENA,,null,"Arica,Camarones,Gral Lagos,Putre",[],0,31,EJECUCION,Social
null,null,24.01,,null,2014,0,,null,6,24.01,4000000,0,null,,null,"ARICA,PARINACOTA",[],150,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,38097183,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],7200,31,EJECUCION,Social
Gobierno Regional,null,30168873,,null,2014,0,,null,6,29,114835000,0,null,,Gobierno Regional,Regional,[],2000,1,EJECUCION,Transporte
null,null,24.01.576,,null,2014,0,,null,6,24.01,60000000,0,null,,null,"ARICA,PARINACOTA",[],95,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,33389000,0,null,,null,"ARICA,PARINACOTA",[],90,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.03,14800000,0,"CONVENIO CON CONSEJO DE LA CULTURA: APOYO A MUESTRA ANDINA REGIONAL DE ARTE Y CULTURA INDIGENA. REGION ARICA Y PARINACOTA, 2014 ",,null,"ARICA,PARINACOTA",[],200,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,11339784,0,null,,null,"ARICA,PARINACOTA",[],140,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,21599500,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],2500,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,1111270,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],300,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,3000000,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],1200,31,EJECUCION,Social
null,Entrega de cartera de proyectos sobre la base de 50 planes de negocios ,24.01.576,,null,2014,0,,null,6,24.01,3000000,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],0,31,EJECUCION,Social
null,null,24.01.576,,null,2014,0,,null,6,24.01,54791754,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],324,31,EJECUCION,Social
null,null,24.01.579,,null,2014,0,,null,6,24.03,18400000,0,APOYO AL FORTALECIMIENTO DE LAS PRACTICAS PEDAGOGICAS INTERCULTURALES EN 08 JARDINES INTERCULTURALES DE LA JUNJI DE LA CIUDAD DE ARICA Y PARINACOTA. ,,null,"ARICA,PARINACOTA",[],2400,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,13244000,0,CAPACITACION TECNICO PEDAGOGICO PARA ELCI Y APOYO A DOS JARDINES INFANTILES DE INTEGRA REGION DE ARICA Y PARINACOTA. ,,null,"ARICA,PARINACOTA",[],60,31,EJECUCION,null
null,Apoyar 05 proyectos de iniciativas de revitalizacion cultural en la region de Arica y Parinacota. ,24.01.579,,null,2014,0,,null,6,24.01,10000000,0,null,,null,"ARICA,PARINACOTA",[],30,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,4000000,0,CONCURSO REGIONAL DE BECAS DE ESPECIALIZACION PARA PROFESIONALES Y TECNICOS INDIGENAS.  ,,null,"ARICA,PARINACOTA",[],24,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,5704215,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],120,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,5500000,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],357,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,6000000,0,null,,null,"ARICA,PARINACOTA",[],900,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,15000000,0,MUESTRA DE ARTE - CULTURA INDIGENA Y CONCIERTO ANDINO REGIONAL ,,null,"ARICA,PARINACOTA",[],3000,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,9151000,0,PROGRAMA DE APOYO A ARTESANAS ,,null,"Arica,Camarones,Gral Lagos,Putre",[],150,31,EJECUCION,null
null,null,24.01.579,,null,2014,0,,null,6,24.01,13295785,0,REVITALIZACION DE LA LENGUA AYMARA EN LA REGION DE ARICA Y PARINACOTA ,,null,Regional,[],1080,31,EJECUCION,null
null,null,33.01.003,,null,2014,0,,null,6,33.03,20000000,0,CONVENIO DE COLABORACION ENTRE SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES REGION DE ARICA Y PARINACOTA ,,null,"Arica,Camarones,Gral Lagos,Putre",[],75,31,EJECUCION,Silvoagropecuario
null,null,33.01.003,,null,2014,0,,null,6,33.03,20000000,0,CONVENIO DE COLABORACION ENTRE SECRETARIA REGIONAL MINISTERIAL DE BIENES NACIONALES REGION DE ARICA Y PARINACOTA ,,null,"ARICA,PARINACOTA",[],100,31,EJECUCION,Silvoagropecuario
null,null,33.01.003,,null,2014,0,,null,6,33.03,40000000,0,null,,null,"ARICA,PARINACOTA",[],170,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,639450500,0,null,,null,"ARICA,PARINACOTA",[],850,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,6810000,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],75,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,19438000,0,null,,null,"ARICA,PARINACOTA",[],75,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,6810000,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],100,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,19438000,0,null,,null,"ARICA,PARINACOTA",[],100,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,44000000,0,"PROMOCION Y ELABORACION DE PROYECTOS DE RIEGO A FAVOR DE PERSONAS Y COMUNIDADES INDIGENAS DE LA REGION DE ARICA Y PARINACOTA, 2014. ",,null,"ARICA,PARINACOTA",[],970,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,31549500,0,"PROMOCION Y ELABORACION DE PROYECTOS DE RIEGO A FAVOR DE PERSONAS Y COMUNIDADES INDIGENAS DE LA REGION DE ARICA Y PARINACOTA, ARRASTRE 2013 ",,null,"Arica,Camarones,Gral Lagos,Putre",[],920,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,38175000,0,null,,null,"ARICA,PARINACOTA",[],210,31,EJECUCION,Silvoagropecuario
null,null,33.01.043,,null,2014,0,,null,6,33.01,21825000,0,null,,null,"Arica,Camarones,Gral Lagos,Putre",[],255,31,EJECUCION,Silvoagropecuario
null,null,33.01.044,,null,2014,0,,null,6,33.01,58200000,0,GASTOS ASOCIADOS DE ADMINISTRACION,,null,Regional,[],0,31,EJECUCION,Silvoagropecuario
null,"Corresponden a gastos de organizacion, traslados y otros, relacionados con seminarios, congresos, encuentros o reuniones de organizaciones de pescadores artesanales.",24.01.079,,null,2014,0,,null,6,24.01,1346000,0,Apoyo Actividades Pesca Artesanal,,null,Regional,[],500,200,EJECUCION,Pesca
